Unnamed: 0,open,high,low,close,volume,marketCap,timestamp,crypto_name,date
72560,0.1108798892,0.1111380416,0.1020508837,0.1021149567,18527928.52,2579731549.25,2022-09-18T23:59:59.999Z,Cronos,2022-09-18
44549,1.25148329,1.26170924,1.25120155,1.26069057,13739797.96593525,1260058826.1592765,2020-09-29T23:59:59.999Z,UNUS SED LEO,2020-09-29
32035,0.0547171041,0.054823297,0.0491733151,0.0538692116,199134.547281791,5947504.40577023,2019-11-26T23:59:59.999Z,THORChain,2019-11-26
49401,0.28833094,0.28833094,0.21455897,0.27223839,2510439297.13386,6005967121.737804,2021-01-11T23:59:59.999Z,Stellar,2021-01-11
62650,196.4618017968,199.4508007423,185.718879193,190.9056805761,1964457058.77,13138607693.0,2021-10-24T23:59:59.999Z,Litecoin,2021-10-24
49491,10.94787585,14.54970333,10.92501202,14.5390503,5405054868.565237,13082749822.921911,2021-01-14T23:59:59.999Z,Polkadot,2021-01-14
37604,0.0772399516,0.0799750145,0.0770438397,0.0778311623,1178227.57799919,67752236.1312629,2020-04-14T23:59:59.999Z,Theta Network,2020-04-14
4957,415.2810058594,451.9379882813,415.2810058594,451.9379882813,110944000.0,6755795193.0,2015-12-11T23:59:59.999Z,Bitcoin,2015-12-11
19751,6433.38,6463.55,6408.16,6461.01,4700040000.0,112095603776.0,2018-11-06T23:59:59.999Z,Bitcoin,2018-11-06
14959,1.0006599426,1.0085300207,0.9832839966,0.9976090193,2112089984.0,2281672259.83,2018-04-18T23:59:59.999Z,Tether,2018-04-18
1645,0.00496886018664,0.00529264984652,0.00494774989784,0.00522676995024,665506.0,43134445.6405,2014-08-14T23:59:59.999Z,XRP,2014-08-14
9418,28.5133991241,29.1618003845,27.7870006561,28.5324001312,7419170.0,412625005.023,2017-05-14T23:59:59.999Z,Monero,2017-05-14
39535,1.0021796796,1.0051116743,0.9825286742,1.0024443248,511987831.33027,727045905.221721,2020-06-01T23:59:59.999Z,USD Coin,2020-06-01
27473,0.9979340048,1.0100698246,0.9849612511,1.0022355466,14944677256.9251,4036568222.78082,2019-07-28T23:59:59.999Z,Tether,2019-07-28
40991,1.0002135131,1.0037132182,0.9982582691,0.9992235698,338710426.191148,1061787658.66122,2020-07-08T23:59:59.999Z,USD Coin,2020-07-08
53910,7.8852318,8.73697199,7.12972219,8.53434191,6831192034.93,8129758612.48,2021-04-16T23:59:59.999Z,EOS,2021-04-16
14433,0.1883960068,0.1891279966,0.1817000061,0.1846050024,59349400.0,4786266856.67,2018-03-25T23:59:59.999Z,Cardano,2018-03-25
15358,0.4303379953,0.4321320057,0.4080500007,0.412943989,43793500.0,7669220382.39,2018-05-06T23:59:59.999Z,Stellar,2018-05-06
40495,0.2390223048,0.2400286376,0.2272974708,0.2350748037,27561878.4296515,181434731.366626,2020-06-25T23:59:59.999Z,Algorand,2020-06-25
49998,2.36926409,2.63799914,2.35167582,2.59548071,42071588.55076157,411207428.98718095,2021-01-24T23:59:59.999Z,THORChain,2021-01-24
66587,62.8193059492,66.179525656,58.0755680387,58.8419901791,2865279573.95,23643379340.74,2022-01-26T23:59:59.999Z,Terra Classic,2022-01-26
34142,0.0892488973,0.099877549,0.0890323864,0.0947067754,582071.246050806,11761763.7292809,2020-01-17T23:59:59.999Z,THORChain,2020-01-17
19410,5.41036,5.43968,5.37122,5.37987,312068000.0,4875480920.82,2018-10-24T23:59:59.999Z,EOS,2018-10-24
47539,1.0,1.0004,0.9996,1.0002,791769084.73488,671077107.753834,2020-12-02T23:59:59.999Z,Binance USD,2020-12-02
16756,488.8779907227,490.8519897461,475.174987793,476.6820068359,1533799936.0,47950212027.3,2018-07-09T23:59:59.999Z,Ethereum,2018-07-09
8601,0.00632849987596,0.00636414019391,0.0062687699683,0.0062687699683,230479.0,232223661.272,2017-02-12T23:59:59.999Z,XRP,2017-02-12
14099,827.3289794922,852.1090087891,788.383972168,795.9940185547,1352570.0,492105595.638,2018-03-10T23:59:59.999Z,Maker,2018-03-10
44058,0.2505304115,0.254100785,0.2483593227,0.2517159964,1043485054.8479,11337877219.4206,2020-09-19T23:59:59.999Z,XRP,2020-09-19
25064,4.5253182233,4.7713271414,4.0379311481,4.2780793948,76583312.8581621,815780282.57572,2019-05-16T23:59:59.999Z,Cosmos,2019-05-16
38647,0.00456897625736,0.00456958738751,0.00391764570173,0.0041854904713,204081021.94099,232105264.093868,2020-05-10T23:59:59.999Z,VeChain,2020-05-10
24699,0.0956036102,0.0958431257,0.0871715667,0.0896632043,3434993.69051917,78052060.5787796,2019-05-04T23:59:59.999Z,Theta Network,2019-05-04
63364,52.2791900518,53.8587933168,51.7803202967,53.3484593958,1731022445.45,52685834984.13,2021-11-08T23:59:59.999Z,Polkadot,2021-11-08
64794,40.9418985496,41.3830772443,37.4389537532,37.6237313582,529325366.38,4948556034.18,2021-12-09T23:59:59.999Z,Ethereum Classic,2021-12-09
53633,208.96859728,242.90449367,205.19164974,239.23618688,493018183.24,4136301419.67,2021-04-11T23:59:59.999Z,Elrond,2021-04-11
28445,0.1276321695,0.1295832116,0.1255907019,0.1290292833,2651643.83096886,112320338.16312,2019-08-23T23:59:59.999Z,Theta Network,2019-08-23
36524,3.4620266422,3.6454517478,3.367352226,3.5241993798,218966048.166969,211451962.7904,2020-03-18T23:59:59.999Z,OKB,2020-03-18
43297,15.6748075742,16.4830696954,15.3379576871,16.1214924526,1602445973.18929,5642522358.41,2020-09-01T23:59:59.999Z,Chainlink,2020-09-01
47444,30.01681534,30.80846215,30.01681534,30.37174914,143409252.86497113,1339683701.2511225,2020-11-30T23:59:59.999Z,Filecoin,2020-11-30
62743,0.7666784552,0.8430333232,0.7232308838,0.7865927097,387421.02,0.0,2021-10-26T23:59:59.999Z,Toncoin,2021-10-26
64591,3.641608185e-05,3.814335761e-05,3.441312703e-05,3.622364645e-05,2307804650.09,19887113761.12,2021-12-05T23:59:59.999Z,Shiba Inu,2021-12-05
1987,1.1049100161,1.1505899429,1.0416500568,1.1406300068,121420.0,4508428.39275,2014-10-10T23:59:59.999Z,Monero,2014-10-10
55530,13.7862253,17.35502678,12.26673903,16.99842979,848745789.69,3582712517.77,2021-05-20T23:59:59.999Z,Cosmos,2021-05-20
15785,0.1997610033,0.2054920048,0.1958950013,0.196566999,60616400.0,5096406474.44,2018-05-26T23:59:59.999Z,Cardano,2018-05-26
488,406.4100036621,425.8999938965,395.1900024414,420.200012207,0.0,5038817795.0,2013-11-14T23:59:59.999Z,Bitcoin,2013-11-14
72043,1.0003669432,1.0004013781,1.0002256801,1.0002707959,43866838979.17,67303183168.52,2022-08-14T23:59:59.999Z,Tether,2022-08-14
72466,4.8142404073,5.0160797928,4.6409956835,4.8935258125,344254511.39,3821653580.37,2022-09-11T23:59:59.999Z,NEAR Protocol,2022-09-11
69817,8.7364388347,8.7938841498,7.9709789129,8.0058051207,160637255.91,5530576264.91,2022-04-26T23:59:59.999Z,Uniswap,2022-04-26
57031,80.34298573,80.97815105,67.63932533,68.34207413,50362844.95,1206938985.4,2021-06-21T23:59:59.999Z,Elrond,2021-06-21
64335,3.914985409e-05,4.554529542e-05,3.851801984e-05,4.550914377e-05,3667758287.17,24986763954.33,2021-11-29T23:59:59.999Z,Shiba Inu,2021-11-29
4280,0.00012402000721,0.00012644499657,0.00012243899982,0.00012506700295,60511.5,12634807.9433,2015-09-17T23:59:59.999Z,Dogecoin,2015-09-17
26924,0.0449003566,0.0491025077,0.0448594299,0.0471649227,8310646.07732811,49529843.0958709,2019-07-12T23:59:59.999Z,Decentraland,2019-07-12
33799,0.0476156366,0.049246247,0.0456776847,0.0464579049,171728899.424201,927922895.547765,2020-01-09T23:59:59.999Z,Stellar,2020-01-09
10027,46.3591995239,46.4776992798,40.8019981384,42.8027000427,320419008.0,2225420765.35,2017-07-14T23:59:59.999Z,Litecoin,2017-07-14
39992,0.0158131168,0.0166382169,0.0157104621,0.0164584826,1431010897.10777,1097485725.93434,2020-06-12T23:59:59.999Z,TRON,2020-06-12
67009,31.0373500737,32.214268043,30.0937631883,30.7989665011,829252542.98,8819909184.21,2022-02-05T23:59:59.999Z,Cosmos,2022-02-05
6251,0.00602769013494,0.006084010005,0.00602017017081,0.00608377996832,549413.0,212133374.737,2016-05-20T23:59:59.999Z,XRP,2016-05-20
49389,1.33690122,1.34094308,1.32816962,1.33697277,19742276.24394958,1336302805.443618,2021-01-11T23:59:59.999Z,UNUS SED LEO,2021-01-11
7177,11.6944999695,11.7263002396,11.5150003433,11.5479001999,6115050.0,967186182.081,2016-09-07T23:59:59.999Z,Ethereum,2016-09-07
28844,0.0137189591,0.0148628523,0.0128199629,0.0143627222,23523418.811299,31241653.50832,2019-09-03T23:59:59.999Z,Polygon,2019-09-03
56460,77.77751908,78.93276565,71.88197355,73.38231853,775008530.87,5731158489.81,2021-06-10T23:59:59.999Z,Filecoin,2021-06-10
1233,4.0430297852,4.0430297852,2.8032999039,3.1385600567,283545.0,2993339.41728,2014-05-25T23:59:59.999Z,Monero,2014-05-25
60682,24.23573651,24.93253213,21.44886386,23.17714308,814511849.77,14176154102.08,2021-09-08T23:59:59.999Z,Uniswap,2021-09-08
24330,5.2444079342,5.3116519711,5.1558492904,5.2535456066,1906234625.88947,4952808078.56127,2019-04-22T23:59:59.999Z,EOS,2019-04-22
18016,61.7656,62.0346,58.9192,60.3152,219094000.0,3502972843.21,2018-08-30T23:59:59.999Z,Litecoin,2018-08-30
10145,45.552898407,45.8356018066,38.237701416,40.6758995056,12706300.0,603496306.88,2017-07-25T23:59:59.999Z,Monero,2017-07-25
37221,1.0004161344,1.0149206976,0.9946026583,1.0015810072,733529363.292231,698932647.329589,2020-04-04T23:59:59.999Z,USD Coin,2020-04-04
64661,1.7634160351,1.8554731021,1.6171256641,1.7721593802,973252801.18,11149489319.49,2021-12-06T23:59:59.999Z,Algorand,2021-12-06
70690,0.0832496375,0.0841906649,0.0796522763,0.0841906649,983838109.8,7909708182.02,2022-05-31T23:59:59.999Z,TRON,2022-05-31
68367,16.981028273,18.414681918,16.7495587809,17.7344227867,1236681337.06,17514149106.87,2022-03-11T23:59:59.999Z,Polkadot,2022-03-11
60180,20.50395563,20.8006972,20.13308742,20.29074993,116768247.44,1217444995.52,2021-08-29T23:59:59.999Z,OKB,2021-08-29
21604,133.970161736,134.683544478,126.99542253,128.480004225,182316504.705742,2257176864.22612,2019-01-15T23:59:59.999Z,Bitcoin Cash,2019-01-15
47222,1.29895386,1.32375967,1.27599862,1.32180103,12317481.48006071,1321138664.7067978,2020-11-24T23:59:59.999Z,UNUS SED LEO,2020-11-24
58033,49.14792427,50.48254297,48.33013066,49.69042604,1712977479.16,5779657381.25,2021-07-11T23:59:59.999Z,Ethereum Classic,2021-07-11
25197,0.1188421361,0.1191353758,0.1097399443,0.1132156033,5982668.8900914,98554487.2278459,2019-05-20T23:59:59.999Z,Theta Network,2019-05-20
19214,0.0907116,0.0930874,0.0896249,0.0900045,1289920.0,63453414.5221,2018-10-17T23:59:59.999Z,Theta Network,2018-10-17
51910,0.42132646,0.42182052,0.36104804,0.37779017,340705290.93,594830986.22,2021-03-05T23:59:59.999Z,Decentraland,2021-03-05
8229,8.1708698273,8.4363298416,8.0544099808,8.3785104752,14579600.0,733331653.923,2017-01-02T23:59:59.999Z,Ethereum,2017-01-02
31376,0.2382796473,0.248686281,0.2369475648,0.248686281,50386934.0169247,337314776.574308,2019-11-09T23:59:59.999Z,Basic Attention Token,2019-11-09
30977,3.1533867152,3.1954464154,2.9735036891,3.0352792686,159635853.252363,578792666.265452,2019-10-30T23:59:59.999Z,Cosmos,2019-10-30
46004,531.4857736,539.66190378,512.05798439,520.53284101,47047916.90570807,522174714.5265151,2020-10-30T23:59:59.999Z,Maker,2020-10-30
39395,0.2006694065,0.2028272769,0.1971288403,0.198348213,1477357235.01491,8749705582.91326,2020-05-29T23:59:59.999Z,XRP,2020-05-29
19012,10.9767,10.9816,10.8368,10.8934,157706000.0,1145516316.07,2018-10-09T23:59:59.999Z,Ethereum Classic,2018-10-09
35570,1.0017759107,1.0072410466,0.9970464034,1.0018288817,41243330012.9973,4650857754.57602,2020-02-22T23:59:59.999Z,Tether,2020-02-22
18760,1.0023,1.00625,0.990836,0.999602,3249000000.0,2805304779.77,2018-09-29T23:59:59.999Z,Tether,2018-09-29
14127,0.209720999,0.2273219973,0.1981530041,0.2234980017,161362000.0,5794648411.1,2018-03-11T23:59:59.999Z,Cardano,2018-03-11
45388,2.14563569,2.23830479,2.13240858,2.20184324,6612611.78386479,95830287.75166796,2020-10-17T23:59:59.999Z,Solana,2020-10-17
37845,1.0418927726,1.0496879763,1.033212937,1.0384849662,13063215.6254101,1037964574.02019,2020-04-20T23:59:59.999Z,UNUS SED LEO,2020-04-20
48610,23240.20362271,23768.3385448,22777.59680778,23735.94972763,41080759712.61937,441017197764.42126,2020-12-24T23:59:59.999Z,Bitcoin,2020-12-24
12764,0.645152986,0.6846709847,0.605693996,0.6341249943,49913400.0,634125000.0,2018-01-04T23:59:59.999Z,Basic Attention Token,2018-01-04
68140,0.1250247122,0.1256113269,0.1203838937,0.1207655197,400458464.17,16022053796.04,2022-03-06T23:59:59.999Z,Dogecoin,2022-03-06
24640,0.3047350697,0.3055529651,0.3025668637,0.3032393827,890538618.615456,12737560179.2106,2019-05-02T23:59:59.999Z,XRP,2019-05-02
10040,1991.9799804688,2058.7700195313,1843.0300292969,1929.8199462891,1182870016.0,31748939342.8,2017-07-16T23:59:59.999Z,Bitcoin,2017-07-16
68692,152.4716300037,161.251705906,147.7305278832,154.4024787814,320569257.18,2108047787.8,2022-03-21T23:59:59.999Z,Aave,2022-03-21
51838,3.68547354,4.00049575,3.67622327,3.85761711,527055687.32,2938817943.93,2021-03-03T23:59:59.999Z,Tezos,2021-03-03
46064,11.09855847,11.38340782,10.93707966,11.22083857,1447587815.3994937,4381844694.709441,2020-10-31T23:59:59.999Z,Chainlink,2020-10-31
30614,18.2948436097,18.5683375597,17.8821416363,18.4379243577,225458859.052731,2867774149.13929,2019-10-20T23:59:59.999Z,BNB,2019-10-20
53537,0.98953761,1.11772925,0.98953761,1.03329384,368581943.09,1630645878.81,2021-04-09T23:59:59.999Z,Decentraland,2021-04-09
8242,0.00022699199326,0.00023886100098,0.00022474699654,0.00023613699886,442095.0,25404850.928,2017-01-04T23:59:59.999Z,Dogecoin,2017-01-04
53591,359.37321874,374.97055281,357.08281899,367.26334069,278406911.91,4583145058.71,2021-04-10T23:59:59.999Z,Aave,2021-04-10
5016,0.5009760261,0.5108829737,0.4917970002,0.4994379878,18904.099609375,5201182.82021,2015-12-18T23:59:59.999Z,Monero,2015-12-18
55228,24.96624523,26.20902681,24.1191921,24.52455223,60877306.68,833045502.05,2021-05-15T23:59:59.999Z,Flow,2021-05-15
29731,0.1905025827,0.1981340454,0.1788492358,0.1914853053,41059413.7218862,74327593.5955551,2019-09-27T23:59:59.999Z,Algorand,2019-09-27
50292,133.41803354,134.70370149,126.25299168,129.5708153,4539387378.35,8602571147.43,2021-01-31T23:59:59.999Z,Litecoin,2021-01-31
66553,0.337217589,0.3811701915,0.3366233459,0.3778972135,177485440.45,9546822477.7,2022-01-23T23:59:59.999Z,Cronos,2022-01-23
