Unnamed: 0,open,high,low,close,volume,marketCap,timestamp,crypto_name,date
55513,0.24722011,0.31557798,0.21459307,0.31279936,70672916.43,219550249.76,2021-05-20T23:59:59.999Z,The Sandbox,2021-05-20
47821,0.01434306,0.01454386,0.01341215,0.01342771,5436204.20369644,102685313.83889996,2020-12-08T23:59:59.999Z,Ravencoin,2020-12-08
56069,13.42858781,14.5476327,13.13023616,14.22153477,34571252.4,603410746.69,2021-06-02T23:59:59.999Z,Flow,2021-06-02
21898,4.3533773277,4.3931336978,4.3009895125,4.3071161135,116034520.921964,464384472.83962,2019-01-26T23:59:59.999Z,Ethereum Classic,2019-01-26
43844,13.2986870026,14.4366787324,12.8054994911,13.9919225486,10072078.9019589,191837723.254448,2020-09-14T23:59:59.999Z,Elrond,2020-09-14
18339,1.58187,1.58475,1.50158,1.56973,14426000.0,78486813.946,2018-09-12T23:59:59.999Z,Huobi Token,2018-09-12
43364,1.0074219981,1.0189142142,0.9923107923,1.0036857743,55525478962.7931,13982320498.8201,2020-09-04T23:59:59.999Z,Tether,2020-09-04
59152,0.85080839,0.86910507,0.82329335,0.85401851,84440081.0,2712089167.51,2021-08-06T23:59:59.999Z,Algorand,2021-08-06
12249,0.2836900055,0.3083530068,0.2358070016,0.2600640059,6697780.0,91022400.0,2017-12-07T23:59:59.999Z,Chainlink,2017-12-07
12950,2.0514099598,2.1187000275,1.9820200205,2.0213499069,2130169984.0,78305366321.0,2018-01-13T23:59:59.999Z,XRP,2018-01-13
23718,55.8809944216,59.9892567735,55.8290002278,59.9731601653,118227704.163007,1013053254.47206,2019-04-01T23:59:59.999Z,Monero,2019-04-01
52934,26.88078268,27.68407971,26.23177502,26.69699411,804341768.82,11106204678.97,2021-03-28T23:59:59.999Z,Chainlink,2021-03-28
37729,0.219798137,0.2325623547,0.2142328859,0.216316826,2786598.56465333,62248585.4469068,2020-04-17T23:59:59.999Z,Terra Classic,2020-04-17
3609,0.00021308900614,0.00023217100534,0.00020493500051,0.00020876500639,907950.0,20848368.525,2015-06-19T23:59:59.999Z,Dogecoin,2015-06-19
15748,1.0013500452,1.0124900341,0.993727982,0.9988179803,3122710016.0,2504177373.08,2018-05-24T23:59:59.999Z,Tether,2018-05-24
57521,35107.76734507,35107.76734507,32944.58101222,33519.0474924,179974095.14,6565561009.79,2021-07-01T23:59:59.999Z,Wrapped Bitcoin,2021-07-01
45051,22.1929707,27.83126909,22.18956908,26.13488568,14383632.72849856,0.0,2020-10-10T23:59:59.999Z,Filecoin,2020-10-10
39524,0.2028341599,0.210731043,0.2021120832,0.2102491929,1702904267.05695,9274691762.97167,2020-06-01T23:59:59.999Z,XRP,2020-06-01
20645,0.3610959632,0.3686928593,0.3567678139,0.3643711006,1307337.25308096,221351450.427275,2018-12-11T23:59:59.999Z,Tezos,2018-12-11
26105,0.0935957953,0.0936975815,0.0887205357,0.08914766,146225452.506729,2311337668.2802,2019-06-18T23:59:59.999Z,Cardano,2019-06-18
52681,138.54053011,145.62844692,133.60821714,135.11280028,103456189.3,2320514050.92,2021-03-22T23:59:59.999Z,Elrond,2021-03-22
37584,235.972433615,235.972433615,218.164034516,223.851903451,3773119194.70218,4114253880.76653,2020-04-13T23:59:59.999Z,Bitcoin Cash,2020-04-13
64709,1.0002277271,1.0019565599,0.99806026,1.0000834891,5424615962.61,13518129180.14,2021-12-07T23:59:59.999Z,Binance USD,2021-12-07
50084,1323.7416513,1376.08510047,1253.34032479,1357.0581398,41572917750.45789,155269118236.95306,2021-01-26T23:59:59.999Z,Ethereum,2021-01-26
15724,0.300583005,0.3019120097,0.272845,0.2803550065,39564300.0,5208361468.69,2018-05-23T23:59:59.999Z,Stellar,2018-05-23
72464,0.0295842174,0.0319978238,0.0292448266,0.0311384357,15403336.98,186468414.15,2022-09-11T23:59:59.999Z,Casper,2022-09-11
24336,5.1534247337,5.6446674075,4.8751786154,5.2785275363,8848813.4399234,0.0,2019-04-22T23:59:59.999Z,Filecoin,2019-04-22
3462,1.0,1.0,1.0,1.0,16640.400390625,451600.0,2015-05-29T23:59:59.999Z,Tether,2015-05-29
17045,0.1202519983,0.130843997,0.1162550002,0.1260399967,8913940.0,132359835.848,2018-07-21T23:59:59.999Z,Decentraland,2018-07-21
854,13.9809999466,14.3620004654,13.1766996384,13.8908996582,7258070.0,359987590.879,2014-02-21T23:59:59.999Z,Litecoin,2014-02-21
66037,1.0020192023,1.002032457,0.9985627998,0.9995734655,4389687682.53,14026183944.52,2022-01-11T23:59:59.999Z,Binance USD,2022-01-11
32779,0.2207481468,0.2217418626,0.2167951243,0.2173557948,1078990951.94355,9413737187.26656,2019-12-14T23:59:59.999Z,XRP,2019-12-14
43404,3.7555e-10,3.9129e-10,1.5013e-10,1.5591e-10,12080.2805470156,0.0,2020-09-05T23:59:59.999Z,Shiba Inu,2020-09-05
7239,0.00022765400354,0.00022857599834,0.00022289900517,0.0002255129948,141810.0,23910726.992,2016-09-14T23:59:59.999Z,Dogecoin,2016-09-14
58006,1.00015564,1.00125235,1.00015564,1.00026757,1380260792.3,26133666247.64,2021-07-11T23:59:59.999Z,USD Coin,2021-07-11
31539,0.013641388,0.0151435932,0.0134375946,0.0143828779,9134887.75388194,54119449.6187773,2019-11-13T23:59:59.999Z,Chiliz,2019-11-13
33082,2.1620668104,2.2796303301,2.1520995435,2.2778254104,14021571.5598224,221397693.754512,2019-12-22T23:59:59.999Z,FTX Token,2019-12-22
47103,1.26295523,1.28705312,1.26295523,1.27569374,17051795.05881059,1275054480.704913,2020-11-22T23:59:59.999Z,UNUS SED LEO,2020-11-22
389,0.00891182012856,0.00940772984177,0.00848472025245,0.0093820495531,0.0,73347832.923,2013-10-12T23:59:59.999Z,XRP,2013-10-12
25065,0.8445182798,0.9360996066,0.7736834366,0.9261246059,33573495.1158823,324143612.05135,2019-05-16T23:59:59.999Z,Chainlink,2019-05-16
9558,1.0207300186,1.0362099409,1.0019999743,1.0095100403,108331000.0,105992179.792,2017-05-30T23:59:59.999Z,Tether,2017-05-30
24801,0.071520799,0.0752205682,0.0644607302,0.070003194,2103086.12754692,392049851.10251,2019-05-07T23:59:59.999Z,Cronos,2019-05-07
41756,1.2136133643,1.2628533178,1.2128829852,1.2488088804,16625963.4940409,1248183093.35351,2020-07-27T23:59:59.999Z,UNUS SED LEO,2020-07-27
37329,3.9315569271,4.051719471,3.869551712,3.8922821133,202680000.143152,880803175.015272,2020-04-07T23:59:59.999Z,Huobi Token,2020-04-07
27198,221.412662567,234.198460686,221.18949056,229.119221714,7976245988.16754,24511869214.3742,2019-07-20T23:59:59.999Z,Ethereum,2019-07-20
63230,31.0276436234,33.6963033252,30.7250588665,32.9179028894,1516148849.81,15274221435.59,2021-11-05T23:59:59.999Z,Chainlink,2021-11-05
5890,421.016998291,424.2569885254,420.6140136719,424.0299987793,60718000.0,6529351749.75,2016-04-05T23:59:59.999Z,Bitcoin,2016-04-05
49791,0.01796012,0.01832479,0.01676032,0.01781974,16343268.41804078,141753883.19994438,2021-01-20T23:59:59.999Z,Ravencoin,2021-01-20
34568,0.1115313392,0.1295186507,0.1102484024,0.1196897078,416231.464374433,15440434.9296403,2020-01-28T23:59:59.999Z,THORChain,2020-01-28
8023,0.00021118999575,0.00021695300529,0.00021030999778,0.0002147089981,113819.0,23024969.9751,2016-12-10T23:59:59.999Z,Dogecoin,2016-12-10
60145,1.00040499,1.00138762,0.99991963,1.00062669,62963190535.73,65550529675.9,2021-08-28T23:59:59.999Z,Tether,2021-08-28
64756,2.3510628082,2.574841368,2.2325700283,2.4187297679,4615516373.24,17128677390.17,2021-12-08T23:59:59.999Z,Polygon,2021-12-08
36392,0.147684515,0.159387573,0.1450095824,0.148306402,65236145.6287633,97127908.1144896,2020-03-15T23:59:59.999Z,Algorand,2020-03-15
70647,26.1157306865,28.2863872923,25.4020916136,27.6321499265,962074891.23,7498921669.87,2022-05-30T23:59:59.999Z,Avalanche,2022-05-30
47803,3.65302741,3.87173173,3.57089075,3.7645407,411938301.78209966,932617585.9439664,2020-12-07T23:59:59.999Z,Uniswap,2020-12-07
43050,0.098079417,0.1004368144,0.0966910437,0.0984175488,235648982.799785,2027230541.14559,2020-08-26T23:59:59.999Z,Stellar,2020-08-26
36717,5831.37473534,6443.93454693,5785.00445322,6416.31475839,46491915999.7158,117314776187.32,2020-03-23T23:59:59.999Z,Bitcoin,2020-03-23
62988,1.8287436292,1.8664435354,1.7797682236,1.8336723565,285592980.32,11377624521.21,2021-11-01T23:59:59.999Z,Algorand,2021-11-01
36464,0.04103286,0.042219767,0.0309645436,0.0362956837,39392142.5023242,122583841.385791,2020-03-16T23:59:59.999Z,Hedera,2020-03-16
43015,11458.6373955,11653.0062099,11303.0862353,11626.0084246,6719405.97082031,361538430.538072,2020-08-26T23:59:59.999Z,Wrapped Bitcoin,2020-08-26
12626,0.4271070063,0.4308269918,0.4010980129,0.4141759872,82067504.0,10738370367.1,2017-12-27T23:59:59.999Z,Cardano,2017-12-27
53803,1.4995372,1.56514189,1.40305652,1.46643327,592835976.23,2189115701.2,2021-04-14T23:59:59.999Z,Basic Attention Token,2021-04-14
33628,0.00566684523728,0.00571846545341,0.00549249069269,0.00550431478212,60517802.9584788,305240316.498184,2020-01-05T23:59:59.999Z,VeChain,2020-01-05
45375,10.60629116,10.70799954,10.46265546,10.6525236,735511418.3991479,4138607215.395284,2020-10-17T23:59:59.999Z,Chainlink,2020-10-17
43856,0.0371361531,0.0371725698,0.035629417,0.0358420569,5239047.28724031,189552688.445735,2020-09-15T23:59:59.999Z,Hedera,2020-09-15
46941,13.59288763,13.96556042,13.06669173,13.62188196,1523595573.8006475,5346718844.10509,2020-11-19T23:59:59.999Z,Chainlink,2020-11-19
8601,0.00632849987596,0.00636414019391,0.0062687699683,0.0062687699683,230479.0,232223661.272,2017-02-12T23:59:59.999Z,XRP,2017-02-12
70639,7.0328064968,7.204072115,7.0107789995,7.1838540817,37943565.99,1112672383.51,2022-05-30T23:59:59.999Z,Huobi Token,2022-05-30
26623,10717.3119878,12043.2258675,10717.3119878,11993.9055918,135526.551344369,0.0,2019-07-03T23:59:59.999Z,Wrapped Bitcoin,2019-07-03
41989,0.0452560143,0.0480477111,0.0422918458,0.043091997,30115624.3645104,216628660.44473,2020-08-02T23:59:59.999Z,Hedera,2020-08-02
