Unnamed: 0,open,high,low,close,volume,marketCap,timestamp,crypto_name,date
26646,0.0329977129,0.033073226,0.0311875333,0.0314043197,659688353.515013,2094105110.32317,2019-07-04T23:59:59.999Z,TRON,2019-07-04
52878,18.46480908,19.24432105,18.07106579,18.74802985,269291396.72,7430120308.99,2021-03-27T23:59:59.999Z,Terra Classic,2021-03-27
25431,0.0689703,0.0691873549,0.0647950266,0.0674558298,14258278.6339325,416593652.062991,2019-05-28T23:59:59.999Z,Cronos,2019-05-28
2627,0.0167031009,0.0169182997,0.0163927991,0.0165782999,892182.0,513563824.088,2015-01-25T23:59:59.999Z,XRP,2015-01-25
72046,5.8717358889,5.9287899654,5.5439261364,5.6126419856,265594415.33,4281173785.84,2022-08-14T23:59:59.999Z,NEAR Protocol,2022-08-14
68975,13.1977753762,13.4669430719,12.5770375482,12.6280664445,586193841.32,8353180104.13,2022-03-28T23:59:59.999Z,NEAR Protocol,2022-03-28
63680,0.9996807585,1.0019680263,0.9980811381,0.9996428445,4118012759.59,34412056738.16,2021-11-15T23:59:59.999Z,USD Coin,2021-11-15
48738,4.04109003,4.05124055,3.96623521,3.99043968,66951621.65854941,798391984.0386074,2020-12-26T23:59:59.999Z,Huobi Token,2020-12-26
62991,61320.4494915952,62419.0047854705,59695.1830931488,61004.4080213493,36150572843.25,1150606762880.22,2021-11-01T23:59:59.999Z,Bitcoin,2021-11-01
45757,0.01704039,0.01772433,0.01685844,0.01768265,8231995.65329695,67735612.4812321,2020-10-24T23:59:59.999Z,Polygon,2020-10-24
29926,1.0042267968,1.0073517287,0.999443211,1.0030843284,570248.164066381,0.0,2019-10-02T23:59:59.999Z,Binance USD,2019-10-02
25213,1.3605375812,1.4654049546,1.3558988132,1.4295227392,103995457.869528,0.0,2019-05-21T23:59:59.999Z,OKB,2019-05-21
30107,223.215193625,224.130701846,220.421265142,223.411925402,1104864271.50654,4031015784.73015,2019-10-06T23:59:59.999Z,Bitcoin Cash,2019-10-06
6238,454.5239868164,454.6329956055,438.7149963379,438.7149963379,96027400.0,6827425412.38,2016-05-19T23:59:59.999Z,Bitcoin,2016-05-19
42938,8.5038465732,8.5183088228,7.6867388101,8.148607338,477822554.509948,1647064219.06757,2020-08-24T23:59:59.999Z,Cosmos,2020-08-24
